serial_num,raw_sent
82, 现在/nt ，/w 要/vu 把/p 事情/n 正/v 过来/vd 了/u ：/w 相信/v 每/r 一/m 位/q 校长/n 都/d 想/v 把/p 学校/n 办好/v ；/w 相信/v 每/r 一/m 位/q 教师/n 都/d 想/v 把/p 学生/n 教好/v ；/w 相信/v 每/r 一/m 名/n 学生/n 都/d 想/v 把/p 功课/n 学好/v 。/w 
83, 谁/r 教/v 谁/r 考/v ─/x ─/x 把/p 考试/v 权/n 下放/v 给/p 各/r 任课/v 教师/n ，/w 由/p 任课/v 教师/n 根据/p 教学/v 大纲/n 的/u 要求/n 、/w 教学/v 内容/n 和/c 学生/n 的/u 实际/n ，/w 自己/r 出/vd 卷/n 、/w 自己/r 监考/v 。/w 
84, 考/v 得/u 不/d 满意/v 可以/vu 要求/v 重新/d 补考/v ─/x ─/x 学生/n 考试/v 不/d 及格/v 或/c 觉得/v 没有/d 达到/v 满意/a 的/u 水平/n ；/w 均/d 可以/vu 向/p 教师/n 提出/v 补考/v ，/w 成绩/n 以/c 考/v 得/u 最好/a 的/u 那/r 次/q 为准/v 。/w 
85, 考试/v 后/nd 不许/v 排/v 名次/n ，/w 学生/n 的/u 考试/v 成绩/n 与/c 教师/n 的/u 奖金/n 没有/v 必然/a 关系/n 。/w 
86, 每/r 门/n 课程/n 的/u 考试/v 除/p 考/v 知识/n 内容/n 外/nd ，/w 还要/v 考查/v 学生/n 的/u 能力/n 和/c 技能/n 。/w 
87, 思想/n 品德/n 课/n 和/c 思想/n 政治课/n 则/c 加强/v 对/p 学生/n 实际/a 表现/v 的/u 考查/v 。/w 
88, 考试/v 试卷/n 由/p 实验/n 区/n 单独/a 命题/v ；/w 所有/a 按/p 教学计划/n 开设/v ，/w 并/c 有/v 教材/n 的/u 课程/n 都/d 是/vl 招生/v 考试/v 的/u 课程/n ；/w 各/r 门/n 课程/n 都/d 在/p 它/r 的/u 结束/v 学期/nt ，/w 组织/v 要求/v 升学/v 的/u 学生/n 参加/v 考试/v 。/w 
89, 柯桥/ns 实验/n 区/n 以/p 改革/v 现行/a 的/u 考试/v 、/w 招生/v 制度/n 为/vl 突破口/n ，/w 有力/a 地/u 保证/v 了/u 整体/n 改革/v 实验/n 的/u 顺利/a 进行/v ，/w 有利于/v 参加/v 实验/n 的/u 学校/n 摆脱/v 激烈/a 的/u 升学/v 竞争/v ，/w 把/p 全部/n 的/u 人/n 、/w 财/n 、/w 物/n 和/c 时间/n ，/w 用/v 在/p 每/r 一/m 门/q 学科/n 和/c 大多数/n 学生/n 身上/nl ，/w 从而/c 大面积/n 地/u 提高/v 教育/v 质量/n ，/w 提高/v 教育/v 的/u 整体/n 效益/n 。/w 
90, 当/p 他/r 救出/v １０/m 名/n 群众/n 后/nd ，/w 得知/v 有/v 一/m 名/n 要/vu 参加/v 高考/j 的/u 女/n 学生/n 还/d 被/p 困/v 在/p 一/m 幢/q 楼上/nl ，/w 他/r 立即/d 撑/v 着/u 小船/n 赶去/v 。/w 
91, 扒/v 在/p 二/m 楼上/nl 的/u 姑娘/n 不敢/vu 往下/v 跳/v ，/w 他/r 便/d 用/p 双手/n 抓住/v 窗户/n ，/w 让/p 女/n 学生/n 踩/v 在/p 他/r 的/u 双肩/n 上/nd ，/w 把/p 姑娘/n 接/v 上船/v 。/w 
92, 同日/nt ，/w 凶猛/a 的/u 洪水/n 将/p 福建光泽县/ns 一/m 女/n 学生/n 卷走/v ，/w 正在/d 县城/n 大桥/n 指挥/v 抢险/v 的/u 县/n 公安局/n 局长/n 李庆邦/nh 发现/v 在/p 洪水/n 中/nd 漂浮/v 的/u 女/n 学生/n 时/nt ，/w 立即/d 组织/v 营救/v ，/w 终于/d 在/p 傍晚/nt 救出/v 了/u 这位/r 学生/n 。/w 
93, 为/p 繁荣/a 民族/n 音乐/n ，/w 该/r 院/n 已/d 成立/v 六/m 所/n 分校/n ，/w 开设/v 有/v 二胡/n 、/w 琵琶/n 、/w 中阮/n 、/w 古筝/n 、/w 扬琴/n 、/w 唢呐/n 、/w 笛子/n 等/u 十/m 多/m 个/q 专业/n ，/w 在校/v 学生/n 达/v 七百/m 多/m 人/n ，/w 是/vl 我国/n 目前/nt 最大/a 的/u 一/m 所/n 专门/a 从事/v 民乐/n 业余/n 教育/v 的/u 学校/n 。/w 
94," ""/w 我们/r 认为/v ，/w 大学生/n 社会实践/n 活动/v 有利于/v 青年/n 学生/n 的/u 健康/a 成长/v ，/w 我们/r 是/vl 从/p 培养/v 合格/a 的/u 社会主义/n 事业/n 建设者/n 和/c 接班人/n 的/u 战略/n 高度/n 来/vd 考虑/v 这个/r 问题/n 的/u 。/w "
95," 学生/n 的/u 精神/n 面貌/n 变/v 了/u 之后/nt ，/w 学校/n 的/u 积极性/n 也/d 上来/vd 了/u 。/w ""/w "
96," 在/p 任/v 团支书/j 时/nt ，/w 我/r 总是/d ""/w 工作/n 学习/v 两不误/v ""/w ，/w 多次/mq 被/p 评为/v ""/w 五好/j 学生/n ""/w 、/w ""/w 优秀/a 团支书/j ""/w 。/w "
97," 我/r 认为/v ，/w 要/vu 当好/v 一/m 名/n 学生/n 时代/nt 的/u 团支书/j ，/w 首先/d 应/vu 是/vl 信念/n 坚定/a 、/w 思想/n 活跃/a 、/w 兴趣/n 广泛/a 、/w 学习/v 成绩/n 优秀/a 的/u 好/a 学生/n ，/w 同时/c 还要/v 有/v ""/w 公仆/n ""/w 精神/n ，/w 能/vu 与/p 同学/n 们/k 谈心/v 、/w 交心/v 、/w 知心/a 。/w "
98," 只有/c 这样/r ，/w 团支部/n 才/d 不会/vu ""/w 挂/v 空档/n ""/w ，/w 青年/n 学生/n 才/d 不会/vu 迷惘/a 、/w 孤独/a ，/w 游离/v 于/p 团组织/n 活动/v 之外/nd 。/w "
99, 第一/m 学年/n ，/w 他/r 先后/d 担任/v 过/u 学生/n 班长/n 、/w 学生会/n 副主席/n 等/u 职务/n ，/w 并/c 按期/d 转为/v 中共/j 正式/a 党员/n 。/w 
100," 江淮职业大学/ni 创办/v 三/m 年/nt 来/u ，/w 冲破/v 了/u 我国/n 高等学校/n 现行/a 的/u ""/w 统一/v 考试/v 、/w 统一/v 招生/v 、/w 统一/v 分配/v ""/w 的/u 模式/n ，/w 实行/v ""/w 宽/a 进/v 严/a 出/vd 、/w 中期/nt 淘汰/v ""/w 的/u 原则/n ，/w 增强/v 了/u 学生/n 们/k 的/u 竞争/v 意识/n ，/w 也/d 为/p 就学/v 机会/n 极/d 少/a 、/w 而/c 求知/v 欲望/n 强烈/a 的/u 城乡/n 青年/n 启开/v 一/m 扇/n 大门/n 。/w "
101," 所谓/a ""/w 严/a 出/vd ""/w ，/w 即/d 对/p 入学/v 学生/n 严格/a 管理/v ，/w 严格/a 考核/v ，/w 学完/v 学校/n 教学计划/n 规定/v 的/u 各/r 门/n 课程/n 并/c 全部/n 考试/v 合格者/n ，/w 方/d 能/vu 领到/v 毕业证书/n 。/w "
102," 与/p 此/r 相应/v ，/w 学校/n 建立/v 了/u ""/w 中期/nt 淘汰/v ""/w 制度/n ，/w 以/c 保证/v 所/u 培养/v 的/u 学生/n 质量/n 。/w "
103, 江淮职大/ni 的/u 学生/n 异口同声/i 地/u 告诉/v 记者/n ：/w 普通/a 大学/n 是/vl 难/a 进/v 好/a 混/v ，/w 而/c 江大/ni 则/c 是/vl 好/a 进/v 难/a 混/v 。/w 
104," 该/r 校/n 招收/v 的/u 学生/n 中/nd ，/w 有/v ９７/m ％/w 是/vl 农村/n 青年/n ，/w 为/p 改变/v ""/w 考上/v 大学/n 不/d 回头/v ""/w 的/u 现状/n ，/w 学生/n 一律/d 不/d 转/v 户口/n 和/c 粮油/n 关系/n ，/w 毕业/v 后/nd ，/w 由/p 学校/n 向/p 当地/n 择优/v 推荐/v ，/w 其/r 待遇/n 由/p 录用/v 单位/n 量才/v 而/c 定/v 。/w "
105," 乡镇企业/n 称/v 他们/r 培养/v 的/u 学生/n ""/w 出/vd 得/u 来/vd 、/w 回/v 得/u 去/v 、/w 留得/v 住/v 、/w 用/v 得上/v 、/w 养/v 得/u 起/v ""/w 。/w "
106, 眼下/nt ，/w 登山/v 的/u 善男信女/i 只/d 占/v 游客/n 总数/n 的/u 十/m 分之/u 一/m ，/w 青年/n 学生/n 、/w 工人/n 、/w 农民/n 、/w 干部/n 、/w 教师/n 等/u 社会/n 各界/n 人士/n 成/v 了/u 游客/n 的/u 主体/n 。/w 
107," 庄子/nh 写/v 过/u 一/m 篇/q ""/w 山/n 木/n 与/c 雁/n ""/w 的/u 寓言/n ，/w 说/v 的/u 是/vl 庄子/nh 和/c 学生/n 在/p 山中/nl 行走/v ，/w 见/v 伐木/v 者/k 不/d 砍/v ""/w 不/d 材/n ""/w 的/u 树/n 。/w "
108," 第二/m 天/nt ，/w 学生/n 问/v 庄子/nh ：/w ""/w 山中/nl 之/u 木/n 以/p 不/d 材/n 得/u 终/v 其/r 天/nt 年/nt ；/w 主人/n 之/u 雁/n 以/p 不/d 材/n 死/v 。/w "
109, 今年/nt 三/m 月/nt 初/nd ，/w 承德市汪家庄/ns 煤矿/n 十五/m 岁/q 的/u 女/n 学生/n 李/nhf ×/w ×/w 外出/v 买/v 东西/n ，/w 被/p 流氓/n 徐景龙/nh 劫持/v 强奸/v ，/w 又/d 多次/mq 遭到/v 另外/r 几个/mq 流氓/n 蹂躏/v 后/nd ，/w 被/p 兴隆/a 煤矿/n 总务处/n 临时工/n 李宝荣/nh 劫持/v 到/v 水暖/j 工/n 李煦/nh 的/u 独身/n 宿舍/n ，/w 遭到/v 李煦/nh 和/c 临时工/n 韩宝生/nh 非法/a 拘禁/v 、/w 残害/v 达/v 十/m 天/nt 之/u 久/a 。/w 
110, 二十七/m 个/q 学校/n 百十/m 名/n 学生/n ，/w 比赛/v 十三/m 场/q 。/w 
111," 负责/v 举办/v 这次/r 智力/n 竞赛/v 的/u 中央电视台/ni 少儿/n 组/n 同志/n 介绍/v 说/v ：/w ""/w 出题/v 是/vl 以/p 凡/d 初中/j 一/m 年级/n 学生/n 应该/vu 掌握/v 的/u 数/n 、/w 理/n 、/w 化/n 和/c 时事/n 政治/n 、/w 生活/n 常识/n 为/vl 标准/n 的/u 。/w ""/w "
112," 可是/c 在/p 竞赛/v 过程/n 中/nd ，/w 有的/r 学生/n 连/p ""/w 今年/nt 是/vl 辛亥革命/n 多少/r 年/nt ""/w 这样/r 的/u 题/n 都/d 答/v 不出/v ，/w 不能不/d 从/p 一个/mq 侧面/nd 反映/v 了/u 当前/nt 中学生/n 知识面/n 偏/d 窄/a ，/w 对/p 时事/n 政治/n 关心/v 不够/a 的/u 弱点/n 。/w "
113, 给/p 在/p 天平/n 上/nd 称/v 几/m 克/q 药粉/n 的/u 有关/v 数据/n ，/w 学生/n 很快/a 能/vu 计算/v 出/vd 正确/a 的/u 答案/n 。/w 
114, 目前/nt ，/w 我们/r 许多/a 学校/n 对/p 学生/n 只/d 重/v 灌输/v 书本/n 知识/n ，/w 忽视/v 对/p 能力/n 的/u 培养/v ，/w 其中/nd 包括/v 动手/v 的/u 能力/n ，/w 这/r 就/d 无怪/d 一些/m 学生/n 不会/vu 使用/p 天平/n 一/m 类/n 简单/a 的/u 工具/n 了/u 。/w 
115, 北京一０一中学/ni 能够/vu 得/v 冠军/n ，/w 是/vl 和/p 他们/r 平时/nt 重视/v 课外活动/n ，/w 组织/v 学生/n 业余/n 兴趣/n 小组/n ，/w 培养/v 学生/n 德智体美/j 全面发展/i 分/v 不/d 开/v 的/u 。/w 
116, 我/r 是/vl 学生/n 家长/n ，/w 据/p 我/r 所/u 知/v ，/w 片面/a 追求/v 升学率/n 的/u 恶果/n ，/w 有/v 这/r 几个/mq 方面/n ：/w 一/m 、/w 损害/v 学生/n 的/u 健康/a 。/w 
117, 二/m 、/w 普遍/a 忽视/v 对/p 学生/n 的/u 思想/n 、/w 品德/n 教育/v 。/w 
118, 学校/n 忽视/v 对/p 学生/n 的/u 思想/n 、/w 品德/n 教育/v 的/u 现象/n 相当/d 普遍/a 和/c 突出/a 。/w 
119, 有/v 志/n 考/v 大学/n 的/u 学生/n ，/w 许多/a 人/n 只/d 追求/v 分数/n ，/w 什么/r 集体主义/n 精神/n ，/w 人民/n 利益/n 高于/v 一切/r 等等/u ，/w 都/d 置于脑后/i 。/w 
120, 事实上/nl ，/w 普通/a 班/n 的/u 学生/n 纪律/n 往往/d 要/vu 差/a 一些/m ，/w 学习/v 基础/n 也/d 不好/a ，/w 教师/n 常常/d 要/vu 费/v 更/d 多/a 的/u 精力/n 。/w 
121, 预/d 考/v 以后/nt 到/v 全国/n 高考/j 的/u 时间/n 还有/v 一个/mq 多/m 月/nt ，/w 如果/c 学生/n 还要/v 回校/v 补习/v ，/w 则/c 还/d 得/vu 再/d 缴纳/v 十/m 元/q 学费/n 。/w 
122, 这样/r 做/v ，/w 甚至/d 使/v 少数/n 有/v 录取/v 可能/vu 的/u 学生/n 也/d 被/p 取消/v 了/u 报考/v 的/u 资格/n ；/w 录取/v 学生/n 实际/a 很少/a 的/u 学校/n ，/w 反而/d 得了/v 很/d 高/a 的/u 升学率/n 。/w 
123, 这样/r 计算/v 既/c 不能/vu 反映/v 真实/a 情况/n ，/w 又/d 造成/v 选拔/v 学生/n 的/u 失误/v ，/w 有/v 百/m 害/v 而/c 无/v 一/m 利/n 。/w 
124, 我/r 认为/v 应/vu 以/p 本/r 届/q 学生/n 入学/v 人数/n 为/vl 基础/n ，/w 留级/v 的/u 也/d 应/vu 算上/v ，/w 预/d 考/v 落选/v 的/u 更/d 应/vu 算上/v 。/w 
125, 不能/vu 把/p 某个/r 中学/n 或/c 班级/n 的/u 学生/n 考取/v 大学/n 的/u 人/n 多/a ，/w 升学率/n 高/a 视为/v 坏事/n ，/w 责/v 之/u 以/p 「/w 片面/a 追求/v 升学率/n 」/w 。/w 
126, 应该/vu 肯定/v ，/w 一个/mq 学校/n 或/c 班级/n 即使/c 百分之百/i 的/u 学生/n 考入/v 了/u 大学/n ，/w 仍是/vl 社会主义/n 现代化/v 建设/v 的/u 需要/v ，/w 是/vl 国家/n 发展/v 的/u 需要/v 。/w 
127, 如/v 都/d 责/v 之/u 以/p 片面/a 追求/v 升学率/n ，/w 势必/d 会/vu 挫伤/v 提高/v 教学/v 质量/n ，/w 特别/d 是/vl 学生/n 学好/v 文化/n 科学/n 知识/n 的/u 积极性/n 。/w 
128, 如/v 有的/r 家长/n 对/p 孩子/n 规定/v 期考/n 一百/m 分/q ，/w 奖/v 新/a 衣服/n 一套/mq ；/w 有些/m 教师/n 给/p 学生/n 增加/v 额外/a 负担/n ，/w 使/v 学生/n 死/a 读书/v ，/w 读/v 死/a 书/n ，/w 造成/v 眼睛/n 近视/n ，/w 影响/v 健康/a ；/w 有的/r 教育/v 部门/n 把/p 全/a 县/n 「/w 尖子/n 」/w 教师/n 集中/v 到/v 一/m 两/m 个/q 学校/n ，/w 培养/v 「/w 尖子/n 」/w 学生/n ，/w 规定/v 达到/v 录取/v 名额/n 后/nd ，/w 年/nt 给/p 奖金/n 两千/m 元/q ，/w 促使/v 教师/n 集中/v 精力/n ，/w 把/p 心血/n 灌注/v 在/p 学生/n 的/u 升学/v 考试/v 上/nd ，/w 提高/v 「/w 单产/n 」/w ，/w 放弃/v 「/w 大面积/n 」/w 人材/n 的/u 培养/v ，/w 如此等等/i ，/w 人为/a 地/u 给/p 择优录取/i ，/w 选拔/v 人材/n 的/u 正确/a 制度/n 造成/v 了/u 一些/m 很/d 坏/a 的/u 副作用/n ，/w 应该/vu 引起/v 严重/a 注意/v ，/w 切实/a 加以/v 纠正/v 。/w 
129," 又/d 如/v 县/n 重点/n 中学/n 杜桥中学/ni 新/a 任命/v 的/u 副/h 校长/n 包守富/nh ，/w 是/vl ""/w 文革/j ""/w 中/nd 台州/ns 历次/r 重大/a 武斗/v 的/u 策划者/n 与/c 参与者/n ，/w 被/p 他/r 殴打/v 的/u 教师/n 、/w 学生/n ，/w 有据/v 可/vu 查/v 的/u 就/d 达/v 三十/m 多/m 人/n 。/w "
130, 百万/m 农村/n 青少年/j 爬/v 高山/n 、/w 钻/v 荆棘/n ，/w 采摘/v 树种/n ；/w 六十/m 多/m 万/m 市区/n 青少年/j ，/w 没/v 条件/n 直接/a 采/v 种/v ，/w 就/d 千方百计/i 筹集/v 支/v 甘/j 绿化/v 资金/n ，/w 广泛/a 开展/v 了/u 增产/v 节支/v 、/w 拾/v 拣/v 废物/n 等/u 活动/n ；/w 青年/n 学生/n 、/w 少先队员/n 纷纷/d 利用/v 课余/n 开展/v 了/u 采/v 种/v 竞赛/v ；/w 一些/m 在/p 地震/v 中/nd 失去/v 双亲/n 的/u 孤儿/n ，/w 更/d 怀/v 着/u 深厚/a 的/u 情意/n 参加/v 了/u 活动/n 。/w 
131," 在/p 纪念/v 毛泽东/nh 同志/n 诞辰/n 九十/m 周年/nt 之际/nd ，/w 上海复旦大学/ni 哲学系/n 八０/m 级/n 学生/n 在/p 开展/v 读书/v 活动/v 的/u 基础上/nl ，/w 召开/v 了/u ""/w 毛泽东/nh 同志/n 的/u 知识/n 结构/n 及其/c 成才/v 的/u 主客观/n 因素/n ""/w 主题/n 讨论会/n 。/w "
132, 在/p 友好/a 热烈/a 的/u 气氛/n 中/nd ，/w 首都/n 大/a 、/w 中/nd 、/w 小学/n 的/u 学生/n 和/c 运动员/n 代表/n ，/w 与/p 日本/ns 青少年/j 亲切/a 交谈/v ，/w 签名/v 留念/v ，/w 摄影/v 爱好者/n 抢拍/v 了/u 不少/a 动人/a 的/u 镜头/n 。/w 
133, 这个/r 音乐会/n 是/vl 为了/p 向/p 中学生/n 较/d 系统/a 地/u 介绍/v 交响乐/n 、/w 歌剧/n 音乐/n 欣赏/v 知识/n ，/w 不断/d 提高/v 学生/n 音乐/n 鉴赏/v 能力/n 而/c 举办/v 的/u 。/w 
134, 如果说/i ，/w 十九/m 世纪/nt 身兼/v 科学家/n 、/w 工程师/n 和/c 商人/n 的/u 德国/ns 西门子/ni 是/vl 大/a 科学/n 人才/n 的/u 先驱/n ，/w 那么/r 科学学/n 的/u 奠基人/n 之一/m ，/w 英国/ns 物理学家/n 贝尔纳/nh 则/c 是/vl 大/a 科学/n 人才/n 的/u 典型/a 代表/n ：/w 他/r 在/p 自然科学/n 研究/v 中/nd 成果/n 累累/a ；/w 他/r 以/p 敏捷/a 的/u 才思/n 、/w 深入/a 的/u 眼光/n 影响/v 着/u 他/r 的/u 同事/n 、/w 朋友/n 和/c 学生/n ，/w 为/p 他们/r 提供/v 了/u 无法/d 计数/v 的/u 新/a 思想/n 、/w 新/a 观点/n （/w 很多/a 成为/v 后来者/n 研究/v 的/u 基础/n 起点/n ）/w 。/w 
135," 硅谷/n 的/u 创始者/n 之一/m 肖克利/nh 与/c 他/r 八/m 个/q 学生/n 意见/n 不/d 和/v ，/w 八/m 位/q 年轻人/n 并/c 未/d 向/p 这位/r 诺贝尔/nh 奖金/n 获得者/n 屈服/v ，/w 他们/r 分道扬镳/i ，/w 在/p 风险/n 资本/n 的/u 支持/v 下/nd ，/w 成立/v 了/u 柴德费尔德公司/ni ，/w 成为/v 以后/nt 硅谷/n 发展/v 的/u 重要/a 母公司/n ，/w 他们/r 也/d 成/v 了/u 硅谷/n 的/u ""/w 八/m 大/a 金刚/n ""/w 。/w "
136," 华南师大/ni 团委/j 把/p 高校/j 人才/n 培养/v 做为/v 思想/n 政治/n 工作/n 的/u 重点/n ，/w 积极/a 开展/v 第二课堂/n 活动/n ，/w 把/p ""/w 受/v 教育/v ""/w 寓于/v ""/w 起作用/v ""/w 、/w ""/w 做贡献/v ""/w 之中/nd ，/w 引导/v 学生/n 在/p 实践/v 中/nd 学习/v 共产主义/n ，/w 调动/v 学生/n 自我教育/v 的/u 主观能动性/n ，/w 受到/v 学生/n 的/u 欢迎/v 。/w "
137, 几/m 年/nt 来/u ，/w 全校/n 各级/n 团组织/n 在/p 部队/n 、/w 企业/n 、/w 中小学校/n 等/u 单位/n 建立/v 了/u 三十八/m 个/q 社会实践/n 基地/n ，/w 成立/v 了/u 各种/r 社团/n 组织/n 六十一/m 个/q ，/w 参加/v 人数/n 达/v 四千四百/m 多/m 人/n ；/w 组织/v 了/u 各种/r 助学/v 组织/v 六十七/m 个/q ，/w 参加/v 勤工助学/i 活动/v 的/u 学生/n 有/v 一千四百/m 多/m 人/n ，/w 取得/v 劳动/v 报酬/n 四万/m 余/n 元/q 。/w 
138, 与此同时/i ，/w 他们/r 还/d 在/p 学生/n 中/nd 开展/v 了/u 党/n 的/u 基础/n 知识/n 教育/v ，/w 也/d 收到/v 了/u 较/d 好/a 效果/n 。/w 
139, 南京市第十三中学/ni 共有/v 学生/n 二千/m 余/n 人/n ，/w 团员/n 近/a 七百/m 余/n 人/n 。/w 
140, 他们/r 针对/p 中学生/n 特点/n ，/w 开展/v 丰富多彩/i 活动/n ：/w 在/p 学生/n 中/nd 树立/v 先进/a 典型/n ，/w 宣传/v 了/u 一百零三/m 名/n 优秀/a 团员/n 和/c 学生/n 干部/n ，/w 较/d 好/a 地/u 发挥/v 了/u 先进/a 典型/n 的/u 示范/v 作用/n 。/w 
141, 他们/r 实行/v 网络化/v 教育/v ，/w 经常/d 与/p 公安部门/n 、/w 街道/n 、/w 家长/n 取得/v 联系/n ，/w 加强/v 了/u 对/p 团员/n 、/w 学生/n 的/u 了解/v 和/c 引导/v 。/w 
142, 他/r 从事/v 学生/n 思想/n 政治/n 工作/n 五/m 年/nt 来/u ，/w 曾经/d 带/v 过/u 的/u 建/v 机/n 八０/m 班/n ，/w 是/vl 连续/v 三/m 年/nt 的/u 院/n 先进/a 集体/n 、/w 黑龙江省/ns 五/m 讲/v 四/m 美/a 三/m 热爱/v 先进/a 集体/n 和/c 团/n 黑龙江/ns 省委/j 命名/v 的/u 优秀/a 团支部/n 。/w 
143, 于是/c ，/w 在/p 一些/m 学校/n ，/w 过多/a 的/u 课外/nt 作业/n ，/w 频繁/a 的/u 突击/v 考试/v ，/w 占/v 了/u 学生/n 的/u 大量/a 时间/n 。/w 
144, 学生/n 丰富多采/i 的/u 科技/n 、/w 文体/n 活动/n 不/d 见/v 了/u ，/w 甚至/d 音乐/n 、/w 美术/n 等/u 课程/n 也/d 被/p 砍掉/v 了/u 。/w 
145," 学生/n 陷入/v 茫茫/a 的/u ""/w 题海/n 战术/n ""/w 而/c 不能自拔/i ，/w 有的/r 德智体/j 水平/n 显著/a 下降/v 。/w "
146, 学生/n 的/u 智力/n 既/c 包括/v 知识/n ，/w 也/d 包括/v 独立思考/v 、/w 独立/v 工作/n 和/c 创造/v 发明/v 的/u 能力/n 。/w 
147, 一个/mq 学生/n 倘若/c 光/d 有/v 知识/n ，/w 没有/v 理想/n 和/c 毅力/n ，/w 没有/v 自己/r 动手/v 的/u 习惯/n 和/c 勇于/v 创新/v 的/u 精神/n ，/w 那末/r ，/w 他/r 很/d 可能/vu 是/vl 个/q 书呆子/n ，/w 而/c 不是/vl 实现/v 四个现代化/i 的/u 有用/a 之/u 材/n 。/w 
148, 要/vu 全面/a 提高/v 学生/n 的/u 智力/n 水平/n ，/w 学校/n 有/v 责任/n 在/p 搞好/v 课堂/n 教学/v 的/u 同时/n ，/w 启发/v 他们/r 的/u 求知/v 欲望/n 、/w 培养/v 他们/r 对/p 科学/n 的/u 兴趣/n 爱好/n ，/w 锤炼/v 他们/r 勇于/v 实践/v 、/w 顽强/a 探索/v 的/u 精神/n 。/w 
149, 教师/n 要/vu 鼓励/v 和/c 指导/v 学生/n 建立/v 课外活动/n 小组/n ，/w 开展/v 与/c 课堂/n 教学/v 大体/n 相/d 结合/v 的/u 科技/n 活动/n 。/w 
150, 所以/c ，/w 课堂/n 学习/v 和/c 课外/nt 科技/n 活动/n 都/d 是/vl 学生/n 的/u 正业/n ，/w 两者/n 不是/vl 对立/v 的/u ，/w 而是/vl 相辅相成/i 的/u 。/w 
151, 我们/r 建议/v ，/w 对/p 这/r 方面/n 还/d 没有/d 引起/v 重视/v 的/u 学校/n 的/u 领导/n 和/c 教师/n 切实/a 解决/v 学生/n 负担/n 过重/a 的/u 问题/n ，/w 创造/v 必要/a 的/u 条件/n ，/w 使/v 他们/r 有/v 足够/a 的/u 时间/n 和/c 精力/n 搞/v 一些/m 科技/n 活动/n ，/w 真正/a 做到/v 使/v 学生/n 生动/a 、/w 活泼/a 、/w 主动/a 地/u 学习/v ，/w 德智体/j 全面发展/i 。/w 
152, 团/n 、/w 队/n 工作/n 要/vu 深入/a 到/v 学生/n 的/u 科研/n 活动/v 中/nd 去/v ，/w 通过/p 具体/a 活动/v 帮助/v 学生/n 树立/v 崇高/a 的/u 理想/n ，/w 明确/a 学习/v 的/u 目的/n ，/w 培育/v 坚强/a 的/u 毅力/n 和/c 高尚/a 的/u 志趣/n ，/w 把/p 思想政治教育/n 寓于/v 生动/a 的/u 活动/n 之中/nd 。/w 
153," 林彪/nh 、/w ""/w 四人帮/n ""/w 肆意/d 歪曲/v 毛主席/nh 的/u 指示/n ，/w 提出/v 所谓/a ""/w 开门/v 办学/v ""/w 和/c ""/w 文科/n 要/vu 结合/v 战斗/v 任务/n 组织/n 教学/v ""/w 等/u 口号/n ，/w 导致/v 大学/n 完全/d 放弃/v 课堂/n 基础理论/n 知识/n 的/u 教学/v ，/w 学生/n 象/p ""/w 放羊/v ""/w 一样/a 四处/n 跑/v ，/w 甚至/d 被/p 绑/v 在/p ""/w 四人帮/n ""/w 的/u 战车/n 上/nd ，/w 为/p 其/r 所/u 用/v 。/w "
154, 但是/c ，/w 在/p 教学/v 方法/n 上/nd ，/w 又/d 基本上/d 恢复/v 了/u 文化大革命/n 前/nd 的/u 全套/n 办法/n ，/w 关起/v 门/n 来/vd 读书/v ，/w 学生/n 很少/a 有/v 参加/v 社会实践/n 的/u 机会/n 。/w 
155, 然而/c ，/w 从/p 历年/nt 毕业生/n 分配/v 情况/n 和/c 社会/n 实际/a 需要/v 来看/v ，/w 真正/d 从事/v 文学/n 研究/v 和/c 教学/v 工作/n 的/u 只是/vl 一部分/n ，/w 大部分/n 学生/n 却/d 要/vu 分配/v 到/v 新闻/n 单位/n 、/w 文化/n 部门/n 工作/n ，/w 大学/n 期间/nt 所/u 学/v 的/u 一部分/n 知识/n 很/d 难/a 用上/v ，/w 有些/m 根本/d 就/d 用/v 不/d 上/v 。/w 
156," 于是/c 出现/v 了/u 这/r 种/q 情况/n ：/w 教师/n 为了/p 完成/v 授课/v 计划/n ，/w 硬着头皮/i 讲/v ，/w 台下/nl 有/v 多少/r 学生/n 在/d 听/v 则/c 管/v 不了/v ；/w 学生/n 为了/p 遵守/v 学校/n 纪律/n ，/w 硬着头皮/i 坐/v 在/p 课堂/n 内/nd ，/w 双方/n 都/d 在/d 履行/v 一/m 种/q ""/w 义务/n ""/w ，/w 教师/n 辛苦/a ，/w 学生/n 别扭/a 。/w "
157, 我/r 常/d 想/v ，/w 大学/n 学习/v 不应/vu 象/p 中学/n 卡得/nh 那么/r 死/v ，/w 特别/d 是/vl 高年级/n 学生/n ，/w 尽/v 可以/vu 让/p 学生/n 有/v 更/d 多/a 的/u 选择/v 余地/n ，/w 根据/p 各人/n 的/u 实际/a 情况/n ，/w 各自/r 的/u 奋斗/v 目标/n ，/w 利用/v 大学/n 丰富/a 的/u 图书/n 资料/n ，/w 去/v 组织/v 各人/n 的/u 知识/n 结构/n ，/w 以/c 利/v 来日/nt 大/a 展/v 宏图/n 。/w 
